date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,Company
Fri Jul 31 2015 13:21:23 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Quant in Bala Cynwyd, PA",quant researcher,I worked at Susquehanna International Group (SIG),0,"people are nice, less politics, free lunch, poker culture,","they don't pay well, didn't have opportunity to trading either",,3.0,4.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO,sig
Thu Jun 25 2015 17:05:19 GMT-0400 (Eastern Daylight Time),,, ,quant,I have been working at Susquehanna International Group (SIG),3,"good work environment. flexible working hour. Smart people, free lunch, focus on education",Salary does not keep up with industry after a few years.,,4.0,,,,,,Recommends,Positive Outlook,Approves of CEO,sig
Thu Jul 02 2015 18:18:58 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Equities,I worked at Susquehanna International Group (SIG) full-time,1,"They provided decent training, and give traders time to prove themselves. They have more capital than many other shops. Systems are ok, but not great.",Little upside potential. Lots of red tape. Quite a few people in upper management probably should not be there. Pay is substantially below market levels.,,3.0,,,,,,,,,sig
Sat Jun 13 2015 11:57:30 GMT-0400 (Eastern Daylight Time), Northeast Colocation Support,"New York, NY",Former Employee ,SIG review- Tech,I worked at Susquehanna International Group (SIG) part-time for more than a year,2,"Great place to start a career, further a career, and end a career. People at SIG are intelligent and understand the business need from both the technology and business side. Very Tech friendly and easily was rated top company to work for by Forbes 2 years in a row. Great place to work.",Tech presence in NYC is minimal. Engineering opportunities mostly (if not all) in PA. Further opportunity in the NYC area for Engineering on the horizon but not quite there yet.,,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Fri May 15 2015 09:05:28 GMT-0400 (Eastern Daylight Time),,, ,Great place to work,I have been working at Susquehanna International Group (SIG),4,"Free food, Excellent staff, Intelligent People",none that I can think of,,5.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Sat May 30 2015 13:34:01 GMT-0400 (Eastern Daylight Time),,, ,Nice place to work.,I worked at Susquehanna International Group (SIG),2,Great friends all around the company. Always someone to interact with after hours. Everything related to eating and fitness is provided for you by management.,Performance reviews tend to be extremely subjective.,,3.0,3.0,5.0,3.0,3.0,3.0,,,,sig
Thu May 21 2015 21:58:14 GMT-0400 (Eastern Daylight Time), Software Developer,"Philadelphia, PA",Current Employee ,Good company but no flex time,I have been working at Susquehanna International Group (SIG) full-time for less than a year,5,"Talented people, good benefit, free food.","only 3% 401K and vesting schedule of 5 years, No WFH with kids it will be difficult to mange with 15 leaves especially snow days, 9.5 hours per day even if you don't have work as per company policy.",,3.0,2.0,4.0,3.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,sig
Wed Jun 17 2015 20:44:37 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Former Employee ,"No career development, little pay",I worked at Susquehanna International Group (SIG) full-time for more than 8 years,6,The work environment is casual,"Significantly low levels of compensation
Low career opportunity",,1.0,5.0,3.0,1.0,1.0,1.0,Doesn't Recommend,,,sig
Wed May 20 2015 10:54:57 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Great for Übercapitalists,I worked at Susquehanna International Group (SIG) full-time,4,"* Lots of smart people * The work is always interesting * Casual work environment: shorts in the summertime * Breakfast and lunch every day (a ""pro"" for the first three months) * Awesome holiday party in December","* If you get on the wrong side of a manager, and he's a jerk, you're toast * Easy to get fired (in PA): no appeals process * Breakfast and lunch every day gets tiresome after three months",,2.0,3.0,2.0,2.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,sig
Fri May 01 2015 06:27:43 GMT-0400 (Eastern Daylight Time),,, ,Equity Research Associate,I have been working at Susquehanna International Group (SIG),3,Great culture and people and free lunch,office location and compensation benefit,,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Fri May 22 2015 06:55:32 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Former Employee ,Former Employee,I worked at Susquehanna International Group (SIG) full-time for less than a year,1,"Free food, no dress code, relaxed environment, excellent benefits and perks","The people are very cliquey, specially the ones that have been there a long time. If you don't find a ""group"" that you fit in with you will most likely stay on the outside.",,2.0,3.0,2.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,sig
Sat May 02 2015 13:15:55 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Work hard and long with your team to achieve constant changing goals,I have been working at Susquehanna International Group (SIG) full-time,2,The company offers many perks and company outings at the parent location.,Long hours. Salary competetive when entering the firm but does not keep up with industry after a few years.,,4.0,3.0,4.0,3.0,3.0,4.0,Recommends,Neutral Outlook,,sig
Sun Apr 26 2015 20:17:19 GMT-0400 (Eastern Daylight Time),,, ,Great place to work,I worked at Susquehanna International Group (SIG),3,"Great culture, it is warm, the company really takes care of employees.",Can't thing of one con.,,5.0,5.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Mon May 25 2015 15:43:25 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Equities Trader in Chicago, IL",Equities Trader,I have been working at Susquehanna International Group (SIG),13,free lunch. bathrooms. heat and a/c,Don't do it. Very secretive place full of a bunch of sneaky figures that think they are better and smarter than anyone. Horrible work environment. Full of people constantly looking over their shoulder waiting for a tap to see HR.,,1.0,,,,,,Doesn't Recommend,,Disapproves of CEO,sig
Tue May 19 2015 13:03:00 GMT-0400 (Eastern Daylight Time), Finance,"Evanston, IL",Former Employee ,Review SIG,I worked at Susquehanna International Group (SIG) full-time for more than 3 years,9,Breakfast and lunch paid for,Mgmt didn't follow thru on 'collaborative' strategy,,1.0,,,,,,,,,sig
Tue Mar 31 2015 07:34:05 GMT-0400 (Eastern Daylight Time), Software Engineer,,Current Employee ,Excellent company to work for,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,3,"benefits, competent peers, flat org structure,","if you are looking for a career path, sig does not offer one.",,5.0,5.0,5.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Sat May 02 2015 23:55:09 GMT-0400 (Eastern Daylight Time),,, ,Not a good environment...,I have been working at Susquehanna International Group (SIG),12,"Free lunches, nice facilities, salaries are right around the median. Outside of that though, there isn't much else to like.",The place is brimming with arrogance and almost encourages cliques. Running on. Dying business model. HR and talent evaluators are also woefully inept.,,1.0,2.0,1.0,1.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,sig
Wed Feb 18 2015 14:38:49 GMT-0500 (Eastern Standard Time),,,Former Employee ,Great Experience,I worked at Susquehanna International Group (SIG) full-time for more than a year,3,Company values their employee's and they work hard to ensure needs are met. Great team environment!,Company is pretty spread out physically so sometimes it was hard to stay connected to your team.,,5.0,3.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Thu Feb 05 2015 08:39:53 GMT-0500 (Eastern Standard Time),,, ,Great place to work,I worked at Susquehanna International Group (SIG),3,"Intellectual environment Flat organizational structure Perks like lunch, gym and free parking",Pay lower vs similar jobs in NY (but generally cost of living around Philly is also lower),,5.0,5.0,5.0,3.0,4.0,5.0,Recommends,Neutral Outlook,Approves of CEO,sig
Wed Feb 04 2015 18:02:40 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA","Junior Analyst in Bala Cynwyd, PA",One of the best interns for Finance students,I worked at Susquehanna International Group (SIG),2,Great company. Teach you Poker theories to learn about decision making process. Amazing.,You are required to do lots of work.,,5.0,4.0,5.0,5.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO,sig
Sun Jan 18 2015 18:07:54 GMT-0500 (Eastern Standard Time),,, ,SIG Enviornment,I worked at Susquehanna International Group (SIG),4,"- Young and extremely hard working environment 
- Company values and everyday culture",- Difficult to move up in certain positions or departments,,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Mon Dec 08 2014 12:35:27 GMT-0500 (Eastern Standard Time),,, ,Great place to work,I have been working at Susquehanna International Group (SIG),6,Very little bureaucracy Open minded Goal oriented Great education,"Limited international presence (although they do have operations in Sydney, China, and Dublin)",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Thu Dec 11 2014 04:34:39 GMT-0500 (Eastern Standard Time),,,Trader ,"Good training, smart people, collegial.",I worked at Susquehanna International Group (SIG),3,"Good training, smart people, collegial.",Not the most transparent place to understand what is going on across the business units.,,5.0,5.0,5.0,4.0,,,Recommends,,Approves of CEO,sig
Fri Dec 05 2014 13:06:57 GMT-0500 (Eastern Standard Time), Trader,,Current Employee ,Great company!,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,4,"I have been working here over 18 years and have loved the experience. it is a very challenging, fast pace, and intellectual environment. Company continually strives to improve itself. Culture is very flat, and there is easy and open access to management. Employees are encouraged to come up with new and innovative strategies. Employees work well with each other, and it often has a collegiate feel. Weekends off and free lunch and breakfast a plus.",You have to work through lunch due to market hours.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,,sig
Tue Dec 02 2014 09:16:22 GMT-0500 (Eastern Standard Time), Software Associate,"Philadelphia, PA",Former Employee ,Not a great place to work,I worked at Susquehanna International Group (SIG) full-time for more than a year,4,Good infrastructure. Profitable traders. Great reputation for a market making firm.,Will not teach or mentor adequately. It is definitely an eat what you kill or environment. Not for everybody.,,3.0,4.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,sig
Thu Oct 30 2014 19:20:29 GMT-0400 (Eastern Daylight Time), Assistant Trader,"Philadelphia, PA",Former Employee ,Assistant Trader-SIG,I worked at Susquehanna International Group (SIG) full-time for more than a year,4,"All around solid company. Good hours, training...","Many will enter, half or so will succeed.",,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,,Approves of CEO,sig
Mon Oct 27 2014 13:13:36 GMT-0400 (Eastern Daylight Time),,, ,Coop,I have been working at Susquehanna International Group (SIG),3,"Food, education, environment , no dress code",None None None None None,,4.0,,,,,,,,,sig
Sat Nov 01 2014 05:43:03 GMT-0400 (Eastern Daylight Time), Software Developer,"Bala Cynwyd, PA",Former Employee ,Can be a great place to work,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,7,"Flat organization. Good free food, summer parties, several smart people with big egos.Relaxed dress code.",Flat organization with training focused primarily on traders. One has to become bosses pet to get good work and raises. Highly skewed against women. Too many egos of long timers.,,2.0,3.0,4.0,2.0,4.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO,sig
Tue Sep 16 2014 19:21:37 GMT-0400 (Eastern Daylight Time), Assistant Trader,"Bala Cynwyd, PA",Former Employee ,Assistant Trader,I worked at Susquehanna International Group (SIG) full-time for more than a year,3,-Smart people -Sizable capital which allows traders to place big bets and take on considerable risk when it is +EV -Culture does not shy away from risk -Good investment in technology -Good buffets,"-Mock trading is poorly structured. Too much time spent on mental math, not enough on developing practical skills that you will use as a trader. -In many groups you will learn nothing about trading during the trading day. Traders are too busy to bother teaching and ATs are pretty much kept busy with clerical duties and gain little insight into the trading process. It's a waste.",,3.0,4.0,3.0,2.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,sig
Mon Jul 28 2014 16:27:16 GMT-0400 (Eastern Daylight Time), Trader Intern,"Philadelphia, PA",Former Employee ,"Poker, math, fun.",I worked at Susquehanna International Group (SIG) full-time for less than a year,4,You get to play poker every day. The traders are all pretty cool. The food is incredible; they even have quidoba day.,"The education part is tough, and the teachers are harsh. Also, the office is in the middle of nowhere outside of Philly.",,4.0,3.0,3.0,4.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO,sig
Wed Jul 30 2014 07:37:31 GMT-0400 (Eastern Daylight Time), Administrative Assistant,"Bala Cynwyd, PA",Former Employee ,"Great perks, but very stressful.",I worked at Susquehanna International Group (SIG) full-time for more than a year,1,Free breakfast and lunch catered. Company frequently offers employees free suite tickets to sporting events. Lots of special events.,Everyone on the trading floor has a huge ego. Management rolls are not clearly defined. Very high stress times.,,3.0,2.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,sig
Wed Jun 04 2014 13:42:06 GMT-0400 (Eastern Daylight Time), Options Clerk,"Chicago, IL",Former Employee ,Good place to work.,I worked at Susquehanna International Group (SIG) full-time for more than a year,3,Talented people to work with and learn from. Free lunch. Good management.,"Slow advancement., and raises are few and far between.",,5.0,5.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO,sig
Fri Apr 11 2014 08:40:18 GMT-0400 (Eastern Daylight Time), Trade Support Associate,"Bala Cynwyd, PA",Current Employee ,Great company that treats employee's very well,I have been working at Susquehanna International Group (SIG) full-time for less than a year,5,"There is free breakfast and lunch everyday with a cafeteria that always has healthy snacks available, A well equipped 24x7 onsite gym that is going under construction soon to be expanded and upgraded. There is also an onsite nurse practitioner, dry cleaning service, and dozens of other perks","being in a support role, sometimes it is difficult to deal with the egos of traders when something isn't working. a lot of this is just due to them being under stress and realizing it isn't necessarily directed at you. As it is with any support role, problems sometimes occur that lead to late nights in the office.",,5.0,4.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Tue Mar 25 2014 16:45:33 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Former Employee ,Very nice fringe benefits,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,6,"I found the technical skills of the technology staff to be very strong on the whole. The work is interesting and SIG provided the tools to get things accomplished. The benefits provided are very good. On top of that, SIG gives many fringe benefits including an on-site gym with very good equipment, free breakfast (sometimes hot) and catered lunch daily, an on-site nurse, and more on-site services such as auto maintenance, car washing, and dry cleaning.","I found there to be heavy resistance to telecommuting. Working from home for occasional situations that come up is permitted, but nothing more. Also, in my experience, raises are rare.",,4.0,4.0,4.0,3.0,3.0,4.0,Recommends,,Approves of CEO,sig
Thu Mar 27 2014 08:53:37 GMT-0400 (Eastern Daylight Time), Trader,,Former Employee ,"good company, very professional",I worked at Susquehanna International Group (SIG) full-time for more than 5 years,3,"good place to learn and grow as a trader, they employ some of the best out there","centralized in Philadelphia, so makes it tough to be a part of the bigger picture from other offices",,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Thu Apr 24 2014 14:28:38 GMT-0400 (Eastern Daylight Time)," Trader, Options","Chicago, IL",Former Employee ,not a fair place,I worked at Susquehanna International Group (SIG) full-time for more than 10 years,8,SIG has a good trader training program,"a lot of nepotism, poorly managed region offices with managers having no managerial training",,1.0,3.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,sig
Fri Jan 31 2014 11:54:14 GMT-0500 (Eastern Standard Time), Technology Manager,"Bala Cynwyd, PA",Current Employee ,The Crown Jewel of Wall Street,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,14,"Excellent culture. Very anti-corporate. The focus here is not about the titles, policies, micromanagement, politics, bureaucracy and layoffs when the P&L takes a hit which is what I experienced at other financial firms. It’s about collaboration, teaming, decision making, innovation, delivery and empowering people to be the best they can be to contribute to SIG’s success. I faced culture shock when I arrived at SIG but easily adapted once I realized how this culture contributes to SIG’s overall success and individual and team success. I’ll take this culture along with the jeans and sneakers and shorts in the summer over the suit and tie and wing tipped shoes I trashed years ago. I consider the managing directors to be approachable, friendly and fun, and passionate about their employees and company success. I also consider them to be some of the top risk managers on Wall Street. Their proven track record in trading and approach to running the company gives me confidence and comfort that we are part of a winning team especially when facing tough financial markets. We have very friendly, intelligent, skilled hard working employees committed to the success of the organization with the willingness to educate and help each other. Traders and Technologists are united partners that shape our overall Trading business. Employees have the opportunity to grow and have greater impact along the way if they are determined and committed to do so. Open communication and idea sharing is encouraged not discouraged. Fairly flat organization structure which contributes to the lack of politics and bureaucracy. As such, decisions are made very quickly and people are more productive. The Technology team is led by a CIO who is committed to ensuring that her team is core to the success of the business by delivering innovative solutions that give our business an edge on their competition. The team is unified, committed to innovation and delivering cutting edge and bleeding edge technologies to our trading business. This fosters an exciting, challenging and rewarding environment for technologists. Micromanagement is non-existent but exposure to all levels within the organization is the norm. We are focused on overcoming challenges and making the impossible possible. These are things I didn’t experience at previous employers. The workload is generally heavy and consistent across the Technology organization. This is why prioritization is a key area of focus. If you are looking for a 9 to 5 job with many breaks throughout the day then this is not be the place for you. If you are a highly motivated technologist looking to be challenged and busy and working with complex technologies then SIG could be the right place for you. I’ve seen a significant commitment to the evolution of our education programs such as co-operative and internship programs and our Technology Associates program. I’ve seen each produce opportunities for recent grads to join SIG full time and have successful careers over the years. These are a few examples of the many channels used to attract and hire top talent. Benefits and perks are good. Free breakfast/lunch is one of the better perks. In addition to being free, I don’t have to contend with traffic and lines at local food establishments wasting time. This allows me to get back to work faster. After working for other financial firms, I consider SIG to be the crown jewel of Wall Street. Among other things, the owners, people, culture, team approach and my ability to innovate and have impact is what keeps me at SIG. To me, this is the place to be if you if you want a challenging and rewarding career as a technologist at a financial firm.",The grass is not always greener but in most cases it’s much greener than any of the other Wall Street financial firms I worked at during my career. That along with my consistent losing streak at the annual poker tournament and in any of the many sweepstakes that take place at SIG throughout the year are the only cons that come to mind.,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Mon Mar 10 2014 08:16:13 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Current Employee ,Great place to start a career,I have been working at Susquehanna International Group (SIG) full-time for less than a year,2,"Smart people, free lunch, focus on education",Work hours can be inflexible,,5.0,3.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Fri Feb 28 2014 16:38:34 GMT-0500 (Eastern Standard Time), Software Engineer,"Bala Cynwyd, PA",Current Employee ,"Interesting work, less than ideal environment",I have been working at Susquehanna International Group (SIG) full-time for more than a year,5,"The work at SIG is challenging and fun. You are presented with unique situations, difficult situations, and often have to move quickly. The technology organization actually keeps up with the times pretty well, you aren't using ancient programming technology or outdated hardware. The work culture is friendly and open. Engineers are given a lot of flexibility to solve problems the way they think is best. Very good fringe benefits like free food, gym, and on site hair cuts. Salary is very competitive for the area. The other engineers are generally pretty smart, and pretty willing to work as a team. In many other companies, different groups within a company form ""cliques"" that are often adversarial - not that way at SIG at all. Groups work together towards common goals and are very willing to help each other. I find this rare, and actually pretty awesome as an engineer.","-The work environment is not ideal if you're in the trading floor. If you're a software engineer that's used to an office, or even a cubicle, you're in for a rude awakening. It's noisy and there's no privacy. -Strict hours can be a pain. It's the nature of finance, but being expected to be in the building from 8-5 is irritating at times. Life happens. They're understanding of exceptions, but it goes against the company culture. -Similarly, they don't believe in remote work / telecommuting, which makes no sense for technology -I'll be blunt - the benefits stink. Health care is very expensive, and the 401k program is severely lacking. They only give their match in a lump sum the following year, and it takes 4 years to vest. Meh. -I mean, you're working for a soul sucking private equity company that doesn't really contribute to society in any meaningful way.",,4.0,5.0,4.0,5.0,3.0,5.0,Approves of CEO,,,sig
Fri Feb 07 2014 08:39:01 GMT-0500 (Eastern Standard Time), Team Lead,"Bala Cynwyd, PA",Current Employee ,One of the best places to be a Software Developer in the Philadelphia area,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,9,"- You get to work in a very collaborative environment along side some very smart people. - Direct interaction (and collaboration) with traders and the other people who are using the systems/features that you are working on. This is great because you get real-time user feedback and get to see first-hand the impact your work is having. - Very little bureaucracy or politics, especially for a company this size. Working at SIG often feels like working in a small company, but with access to the resources of a large firm. - The pay is very competitive compared to other companies in the area. There are also lots of perks like the often-mentioned free breakfast and lunch, a full gym, exercise classes, on-site car wash services, and they are adding charging stations if you have an electric vehicle. - The culture here is EXCELLENT. The people who work here are generally very happy and the low turnover rate we have is a testament to that. - SIG has a very flat structure which I think helps foster the collegiate environment that is present here. On multiple occasions, I have gone to technologists (or business people) on other teams for help and have never been turned away, even when I was new to the company and the industry. - You won't see your good idea ignored in favor of a lesser idea by a ""Senior"" developer here, like I've seen happen at so many other development shops. Management really does foster an environment that allows the best idea to win.","Since SIG is a private partnership, company financials are not public information and the employees are often in the dark about how the company is performing as a whole.",,5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Tue Feb 25 2014 12:55:47 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA",Current Employee ,Great place to work,I have been working at Susquehanna International Group (SIG) full-time for more than a year,2,"Great culture and atmosphere. Very collaborative environment with continual opportunities to learn and grow. No hierarchy. Ability to work with smart people and also learn from them. Opportunity to gain depth across multiple disciplines. Great perks - gym, breakfast and lunch daily and even leftovers to take home! Onsite nurse is also a nice perk and saves money. Fun atmosphere.",Salaries could be more competitive,,4.0,4.0,4.0,5.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Sun Feb 09 2014 11:36:26 GMT-0500 (Eastern Standard Time),,,Current Employee ,Unique and challenging organization,I have been working at Susquehanna International Group (SIG) full-time,5,Very good place to start your career. Lots of smart approachable people. Many onsite perks at the company headquarters. Flat organization structure.,Traffic in the area can be very bad. Flat organization is both a pro and a con as title promotions are rare even though responsibilities grow. Contribution impact can be obtuse due to nature of the private company.,,4.0,3.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,sig
Wed Jan 01 2014 12:59:16 GMT-0500 (Eastern Standard Time),,,Former Employee ,"Good place for a while, but perks only take it so far",I worked at Susquehanna International Group (SIG) full-time,0,"Free breakfast and lunch, smart people, latest technology, pretty relaxed environment, dress code is very casual, plenty of perks including multiple yearly company events and outings","not much room for advancement, arrogant/unfriendly people abound (especially on the trade floor), pay not great, long hours, little flexibility in terms of hours, not much appreciation for extra hours or projects completed",,4.0,2.0,3.0,2.0,3.0,3.0,Recommends,Neutral Outlook,Approves of CEO,sig
Mon Dec 09 2013 17:46:31 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA",Current Employee ,Great place to learn and grow your career!,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,3,- Free breakfast and lunch. Can take food home as well - Very smart people to learn from. - Interesting and meaningful work - Never a boring day.,- Long hours at times - Work life balance can be tough. - Pay could be better since hours are so long.,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Thu Jan 16 2014 20:10:08 GMT-0500 (Eastern Standard Time), Technology Associate,"Bala Cynwyd, PA",Former Employee ,This culture here is designed to breed mediocrity,I worked at Susquehanna International Group (SIG) full-time for less than a year,8,"Everything is so disorganized with no real chain of command in Technology so if your goal is to fly under the radar, you could probably collect a paycheck here for a while doing very little work.","Simply put, in Technology there is no management. Teams collaborate heavily, but I rarely saw any managers step up to bat for their teams or open their mouths when a process could be improved or work being done was redundant. Status quo is the name of the game here, so don't expect to be given any opportunity to advance, simplify processes, or to have your input be valued. There are also multiple systems for doing nearly everything in technology. Want to get system access to a Server A? Request it through Webpage A. Want to get access to server B? Email Team B. There is so much wasted time with half completed projects and systems that barely do their intended function. Overall, I saw these problems pervading through the entire Bala Cynwyd office. Most people seemed to do the bare minimum, the standout employees left after a short period, and the average employees stay for years and are promoted based on seniority only. (skill level and knowledge appeared to have nothing to do with your responsibility level)",,1.0,3.0,1.0,1.0,2.0,1.0,Doesn't Recommend,,No opinion of CEO,sig
Wed Dec 18 2013 16:47:49 GMT-0500 (Eastern Standard Time),,, ,Good training program. Good place to start career.,I worked at Susquehanna International Group (SIG),0,Can earn pretty good pay if placed in the right group.,Most traders working there think they are the smartest people on the planet. Extraordinary arrogance from all. In addition there is a lot of politics for business(trading) that is supposed to be meritocratic.,,3.0,5.0,1.0,2.0,4.0,1.0,Recommends,Positive Outlook,No opinion of CEO,sig
Wed Dec 04 2013 21:11:08 GMT-0500 (Eastern Standard Time), Software Developer,"Philadelphia, PA",Current Employee ,A very great place to work; and learn a lot with smart people around.,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,0,"Casual work life, less stressful, free lunch, learn a lot in fast-paced environment though.",In my five years of experience found no cons...,,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Tue Dec 03 2013 20:10:06 GMT-0500 (Eastern Standard Time), Senior Software Developer,"Bala Cynwyd, PA",Current Employee ,"Some of the best people I've ever worked with, and the most supportive work environment ever.",I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,0,"Great environment to learn in. Lots of perks. No discussion about resources - you get what you need, right away.","Things in IT are shifting away from the effort started seven years ago to rationalize and streamline operations, back to the same old silos and petty political battles. People are being promoted into leadership positions who are not leaders; even worse, they're not even particularly competent.",,4.0,3.0,4.0,4.0,3.0,3.0,Recommends,Neutral Outlook,Approves of CEO,sig
Sun Dec 01 2013 16:42:08 GMT-0500 (Eastern Standard Time),,,Current Employee ,"Great company with generous benefits, but hard to move up",I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,"- Can't beat the benefits: free breakfast & lunch, gym, casual dress, etc - Senior mgmt still very involved in day to day activities of firm; sit right on floor with rest of employees - Provide a lot of unique learning opportunities","- Structure can be too flat; hard to be ""promoted"" - Pay not on par with rest of Wall Street - Can be opaque at times",,4.0,5.0,5.0,3.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Thu Nov 07 2013 19:20:48 GMT-0500 (Eastern Standard Time),,, ,"Not great, but not bad either",I have been working at Susquehanna International Group (SIG),1,Great Pay. Free lunch,Little to no mobility unless you are male. Company is at least 80% male.,"Thank you for taking the time to review SIG. We appreciate the feedback. It is true that, like many technology and financial firms, SIG employs more men than women. But It is also true that more men than women apply for positions at SIG. We respectfully disagree that gender impacts mobility at SIG. SIG is a meritocracy and is committed to finding the best person for each position, with absolutely no regard to gender, race, religion, marital status or any protected class. In fact, many women hold positions at the highest level throughout the company including: Chief Technology Officer, Head of Market Intelligence, Head of Operations, Head of Human Resources, Head of Recruiting, Head of College Recruiting and Head of Education.",3.0,3.0,4.0,1.0,4.0,2.0,Doesn't Recommend,Positive Outlook,Approves of CEO,sig
Tue Oct 15 2013 14:35:06 GMT-0400 (Eastern Daylight Time), Assistant Trader,"Philadelphia, PA",Former Employee ,It was OK,I worked at Susquehanna International Group (SIG) full-time for more than a year,1,You learn a lot starting out. They really want you to get better. The company is one of the quickest growing prop trading firms,They really make you wait until you're absolutely ready before putting you on the trade floor.,,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,,,sig
Fri Oct 04 2013 11:27:14 GMT-0400 (Eastern Daylight Time), Equity Research Associate,"New York, NY",Former Employee ,"Great company, mentorship and a lot of responsibilites",I worked at Susquehanna International Group (SIG) part-time,1,- Company has experienced senior analysts with years of experience and ability to think outside the box - You are given a lot of responsibility as an associate very early - great perks - very lean firm with limited hierachy,- Limited upward mobility - company is still figuring out the right structure for the group - compensation is at the lower range of a typical sell-side firm,,3.0,4.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,sig
Tue Sep 10 2013 19:34:05 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great work environment with limited growth opportunities.,I have been working at Susquehanna International Group (SIG) full-time,1,"The company fosters creativity and good ideas never remain unnoticed. The work environment is very casual and the level of stress, I believe, is lower than that in comparable companies.",Contrary to their advertisement - there's no free lunch there. The level of the salaries is lower and growth rates are low. There are people who have been there for way too long and might stifle the growth of younger employees.,,4.0,3.0,4.0,5.0,2.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
